depth_m	age_gas_calBP	age_gas_calBP	co2_ppm	co2_1s_ppm	notes
3122.32	718779.00	717951.58	184.30	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3122.95	719794.00	718772.48	187.80	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3123.35	720337.00	719293.70	195.20	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3124.06	721318.00	720090.56	206.30	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3124.52	722039.00	720593.22	211.30	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3125.27	723133.00	721412.15	213.40	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3125.53	723464.00	721695.31	213.20	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3126.27	724445.00	722501.24	210.30	2.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3126.72	725059.00	722991.33	206.30	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3127.41	725937.00	723780.80	206.60	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3127.73	726322.00	724147.73	208.10	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3128.45	727192.00	724970.45	204.50	0.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3128.91	727732.00	725471.44	205.50	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3129.62	728568.00	726244.69	205.10	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3129.93	728921.00	726582.31	205.40	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3131.12	730299.00	727895.19	204.00	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3131.75	730949.00	728589.12	204.10	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3132.13	731329.00	728992.84	204.90	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3132.92	732141.00	729832.16	203.80	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3133.32	732548.00	730257.13	205.90	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3134.02	733261.00	730904.18	203.90	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3134.33	733543.00	731188.82	204.40	0.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3135.06	734223.00	731864.00	205.30	0.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3135.52	734604.00	732324.00	207.40	1.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3136.19	735167.00	732994.00	201.70	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3136.53	735459.00	733334.00	201.30	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3137.25	736079.00	734018.00	204.10	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3137.72	736460.00	734459.80	209.70	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3138.44	737034.00	735138.38	208.10	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3138.73	737266.00	735414.67	211.30	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3139.46	737889.00	736110.16	210.60	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3139.89	738272.00	736519.84	206.50	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3140.54	738844.00	737267.48	200.30	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3140.88	739137.00	737665.38	197.80	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3141.66	739842.00	738584.84	185.00	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3142.12	740277.00	739173.92	178.90	0.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3142.85	741021.00	740108.76	178.60	2.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3143.13	741307.00	740467.33	176.60	2.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3143.86	742075.00	741333.41	177.90	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3144.32	742558.00	741870.63	182.30	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3144.98	743233.00	742645.36	181.70	2.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3145.32	743589.00	743059.13	180.40	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3146.06	744354.00	743959.68	181.20	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3146.52	744843.00	744519.49	182.00	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3147.48	745836.00	745677.07	180.20	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3148.26	746643.00	746617.51	183.10	0.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3148.72	747110.00	747173.41	180.80	0.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3149.35	747759.00	747934.76	180.80	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3149.68	748101.00	748333.56	180.40	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3150.45	748913.00	749257.55	181.40	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3150.91	749401.00	749808.43	182.90	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3151.65	750194.00	750704.55	184.80	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3151.91	750476.00	751033.09	184.00	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3152.65	751301.00	751968.18	186.20	1.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3153.12	751830.00	752562.09	190.10	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3153.78	752605.00	753482.76	188.00	0.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3154.10	752978.00	753931.15	196.50	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3154.96	753984.00	755118.45	191.50	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3155.32	754394.00	755582.96	195.80	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3156.08	755241.00	756563.59	200.50	2.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3156.30	755495.00	756847.45	201.90	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3157.05	756357.00	757779.91	206.00	2.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3157.52	756871.00	758358.72	210.70	2.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3158.15	757561.00	759130.52	215.00	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3158.53	757962.00	759567.63	219.20	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3158.80	758259.00	759878.21	215.30	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3159.00	758475.00	760108.27	217.60	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3159.35	758883.00	760510.88	217.90	2.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3159.72	759306.00	760936.49	214.90	1.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3160.47	760202.00	761865.11	208.80	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3160.71	760500.00	762163.15	206.90	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3161.46	761453.00	763106.11	206.10	1.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3161.92	762064.00	763766.28	212.00	0.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3162.55	762871.00	764670.42	216.00	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3162.91	763319.00	765187.08	215.00	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3163.20	763686.00	765586.64	225.70	3.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3163.40	763934.00	765851.48	221.40	2.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3163.65	764249.00	766182.55	224.10	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3164.12	764833.00	766804.94	222.60	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3164.84	765735.00	767752.28	216.80	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3165.13	766110.00	768123.66	215.70	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3165.86	767096.00	769058.50	213.50	0.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3166.32	767737.00	769647.58	217.70	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3166.97	768655.00	770595.33	222.40	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3167.26	769050.00	771020.67	221.40	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3167.60	769514.00	771519.33	228.10	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3167.80	769787.00	771812.67	226.00	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3168.05	770133.00	772169.55	231.50	1.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3168.29	770447.00	772474.56	235.60	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3168.50	770724.00	772741.45	238.20	2.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3168.70	770994.00	772995.64	235.60	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3168.90	771260.00	773249.82	237.70	2.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3169.24	771708.00	773681.93	229.50	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3169.53	772076.00	774050.49	230.90	1.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3170.25	773043.00	774953.18	230.00	2.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3170.72	773680.00	775540.82	233.30	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3171.35	774548.00	776326.79	236.90	0.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3171.73	775051.00	776788.78	240.50	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3172.46	776037.00	777676.28	238.80	2.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3172.92	776636.00	778235.53	243.90	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3173.65	777556.00	779058.55	246.30	0.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3173.93	777900.00	779373.16	246.10	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3174.65	778798.00	780183.73	245.80	2.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3175.11	779364.00	780714.82	243.90	0.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3175.84	780268.00	781557.64	248.50	0.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3176.13	780612.00	781892.45	242.80	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3176.89	781535.00	782732.28	248.70	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3177.32	782059.00	783203.46	246.20	1.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3178.31	783263.00	784263.41	252.10	2.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3179.05	784147.00	785029.42	246.90	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3179.52	784692.00	785515.95	250.70	0.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3180.15	785413.00	786184.82	253.30	2.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3180.51	785789.00	786567.51	255.40	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3181.26	786587.00	787358.38	260.30	1.30	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3181.73	787076.00	787807.87	256.90	0.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3182.43	787805.00	788477.33	248.10	1.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3182.65	788033.00	788687.73	247.90	2.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3183.46	788887.00	789494.55	229.50	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3183.91	789381.00	789948.64	226.30	3.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3184.57	790153.00	790633.64	218.20	0.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3184.90	790538.00	791056.24	221.30	1.80	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3185.66	791491.00	792029.50	215.40	3.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3186.12	792081.00	792618.58	205.10	2.50	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3186.75	792943.00	793517.00	204.00	1.60	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3186.98	793260.00	793846.67	209.00	1.90	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3187.87	794608.00	795130.18	199.40	1.70	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3188.23	795202.00	795686.55	195.20	2.00	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3188.98	796467.00	796845.64	189.30	2.10	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3189.33	797099.00	797386.55	188.40	1.40	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
3190.08	798512.00	798680.42	191.00	2.20	Dome C (611-800 kyr BP) Luthi et al. (2008) University of Bern Data points between 3112.98 - 3114.68 m were not in original data set but shown in the published figures.
					
3061.71	667435.00	667256.80	178.50		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3063.98	670124.00	670241.01	189.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3085.78	688035.00	690566.62	234.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3086.88	688751.00	691327.29	235.40		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3087.98	689444.00	692134.74	241.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3089.08	690155.00	692933.48	235.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3091.28	691524.00	694379.24	235.90		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3093.48	692857.00	695834.35	236.30		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3120.01	715603.00	715453.95	223.80		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3122.20	718581.00	717795.21	190.20		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3124.41	721870.00	720473.02	217.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3128.68	727458.00	725220.95	203.70		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3133.08	732300.00	730002.15	210.70		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3135.28	734408.00	732084.00	209.60		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3141.82	739986.00	738789.73	198.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3146.37	744681.00	744336.95	185.20		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3150.68	749152.00	749532.99	188.80		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3152.88	751552.00	752258.82	193.80		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3155.08	754124.00	755273.28	197.30		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3156.18	755354.00	756692.62	203.40		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3157.28	756605.00	758063.16	214.40		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3158.38	757805.00	759395.08	225.50		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3159.48	759027.00	760660.42	216.60		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3160.58	760338.00	762001.71	214.90		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3161.68	761745.00	763421.84	213.00		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3162.78	763158.00	765000.51	221.30		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3163.88	764529.00	766487.12	226.50		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3164.98	765917.00	767931.57	216.10		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3167.18	768940.00	770903.33	227.50		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3168.28	770434.00	772461.85	233.90		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3169.38	771888.00	773859.85	226.90		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3170.48	773353.00	775240.75	238.60		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3171.58	774854.00	776606.41	240.10		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3172.68	776322.00	777943.75	245.90		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3173.78	777719.00	779204.62	246.70		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3174.88	779076.00	780449.27	243.80		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3177.08	781771.00	782940.48	251.20		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3178.18	783110.00	784128.84	252.50		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3179.28	784409.00	785267.51	248.40		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3180.38	785654.00	786429.32	255.30		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3181.48	786819.00	787568.78	256.60		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3182.58	787957.00	788620.78	246.40		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3183.68	789126.00	789716.55	239.30		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3185.88	791767.00	792311.24	217.30		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
3186.98	793255.00	793846.67	224.20		Dome C (611-800 kyr BP) Luthi et al. (2008) LGGE Grenoble
